title	Content URLs:	Description:	Prerequisites:	Speaker Info:	Speaker Links:	comments	year	selected
Services and Python	https://github.com/kashifrazzaqui/vyked	The workshop is designed to get people up and going with service oriented architecture in python using Vyked. I am one of the core contributors and wrote most of it along with Kashif Razzaqui. 	No Prerequisites	My name is Ankit Chandawala. Currently I work as a Senior Product Engineer at Kayako. I have worked in 1mg and Directi before this. I have experience in both server side and mobile client side technologies having working on both Python and Android.	Public Profile:Open Source Contributions:	"[{u'text': u'Please fixup the section, so that the talk gets better visibility.', u'by': u'Vijay Kumar (~bravegnu)', u'time': u'a month ago'}, {u'text': u'Should this be classified under ""Network Programming""?', u'by': u'Vijay Kumar (~bravegnu)', u'time': u'a month ago'}]"	2016	False
Social Network Analysis using Networkx Library	Slides: https://docs.google.com/presentation/d/1bSY0NRpSfRhTZu-LOd9kr9YxBsaNFXoiPvYSVqC4cuk/edit#slide=id.gc6f919934_0_0Detailed Proposal: https://docs.google.com/document/d/1SdhfIBGnG4EP0M6LyQnQrh2LeFkFtn86vawPqSxl1kw/edit	In this workshop, we will focus on the python networkx library that is highly used to mine complex network datasets.  We will be covering these points in the session:Store and Process real world networks using different formatsAnalyze properties of real world networksAnalyze properties of the network at node levelIdentify Meso-Scale structures in real world networks such as, Facebook Network, Citation Network, etc.Epidemic Models to explain Information diffusion, opinion dynamics, and so on.Motivation:In this workshop, we will motivate students towards the use of python in network science and how we can make some quick inferences from real world complex datasets using networkx library. We will cover all the functions provided by the library and how these functions can be modified a little bit to get more information with less effort. We will also be explaining, what all properties can be studied using inbuilt functions, and when it is required to write your own code with the help of given library. We will also include a small component to explain the comparison of networkx library with other available libraries, so that users can pick the best one based on their requirements.In the end, we will share some sample codes that will help to analyze networks structure, its properties, and dynamic phenomenon taking place on real world networks, like how information diffusion happens in real world networks and how it can be visualized with a small piece of code. Some more examples like: How we can detect community structure using partial information of the network, how we can analyze the correlation of network properties, and so on. As we have also observed with interns (specially undergraduate students), they are not aware of these quick libraries and how these libraries can help them in getting good understanding of science happening in complex networks. Through this workshop, We would like to motivate them and to explain them that the handling of real world networks is not so complex and even a small piece of code can help them getting better results. We will also share real world datasets so that attendees can use it to perform analysis. Based on the interest of attendees, we are also open to share the code of our research experiments and their results.	Basic Python Programming SkillsIntroductory knowledge of Social NetworksImaginative mindsTechnical Requirement:Install Pythoninstall Networkx LibraryInstall Matplotlib LibraryInstall Pickle Library	Akrati Saxena is a research scholar (PhD) in CSE dept at IIT Ropar. She is working in network science (Social Networks and Complex Networks) from the past two and a half years. She has published papers in many International conferences based on Network Science. She has also worked as a software developer in Newgen Software Tech. Ltd. Delhi for two years. After that She joined State Bank Group as an IT Officer where She developed various softwares that are used in processing financial data. 	Homepage: https://sites.google.com/a/iitrpr.ac.in/akrati/homeGoogle Scholar Profile: https://scholar.google.co.in/citations?user=HXHLTIgAAAAJ&hl=enResearchGate Profile: https://www.researchgate.net/profile/Akrati_SaxenaLinkedin Profile: https://www.linkedin.com/in/akratiietResume: https://docs.google.com/document/d/1Qhz4Sr9idlIrsaeaRptXoVvpJySGhqNabBjLNYvhdSk/edit	[{u'text': u'Would love to attend...Good Job..:-)', u'by': u'Sithara Kamalakkannan (~sithara)', u'time': u'a month ago'}]	2016	False
Splitting up the monolith; converting a huge django project into microservices		"In this talk, we will take you through the personal journey of trying to split a 15KLOC django codebase into manageable and scalable, microservices.
This is in no way a ""how-to"" talk, but rather a Proof of concept, or how we decided to tackle the problem. We will discuss the approaches that were considered, and the one that worked out for us.Head and torso of the talk will be the architecture and a short demo, tail of the talk will be discussion on improving the architecture."				[]	2016	False
Symbolic computation with Python, SymPy	"SymPy team has developed and delivered many talks and tutorials at SciPy and other conferences. 
We are constantly building on new content and improving the present at the same time. 
The website for the workshop at PyCon India 2015 is here. 
You can find the introduction slides here, the sphinx tutorial here and the exercises in form of IPython notebooks here. 
Note: that the notebooks are hosted statically, you can download from here and run locally to have an interactive session."	In this tutorial we will introduce attendees to SymPy, a computer aided algebra system (CAS) written in Python. We will show basics of constructing and manipulating mathematical expressions in SymPy, the most common issues and differences from other computer algebra systems, and how to deal with them. We will mostly show how to solve practical problems with SymPy and SymEngine. This will include showing how to interface SymPy with popular numeric libraries like NumPy.Attendees will take home an introductory level understanding of SymPy. This knowledge should be enough for attendees to start using SymPy for solving mathematical problems and hacking SymPy's internals (though hacking core modules may require additional expertise).SymPy is a pure Python library for symbolic mathematics. It aims to become a full-featured computer algebra system (CAS) while keeping the code as simple as possible in order to be comprehensible and easily extensible. SymPy is written entirely in Python and does not require any external libraries. The tutorial will cover the following topics and more.	The tutorial will only assume a basic knowledge of Python. No prior knowledge of SymPy or other Python libraries is required, although it is suggested that attendees be familiar with the IPython notebook. A mathematical knowledge of calculus is recommended.We recommend that the attendees install the Anaconda Python distribution which includes SymPy, NumPy, and IPython. Once Anaconda is installed simply type the following in a terminal to install the necessary packages:$ conda install numpy ipython-notebook sympyOther alternative installation instructions can be found here: http://docs.sympy.org/dev/install.html	SymPy India developers will be conducting the workshop: 		[]	2016	False
Talking to Machines : Optimizing Neural Networks with Theano		"With recent advances in the field of Deep Learning, computers have become much better at challenging human level  tasks. And these are no longer restricted to detecting objects, or learning languages. Visual Question Answering, is one such interesting area of research where machines can learn to answer questions from images, by training Deep Neural Networks. 
For instance,



    Is the dog sleeping?

And while some of this often looks like 'black box' magic, we lose sight of the fact that the ideas are based on extensive research with rigorous mathematical foundation. The talk aims at introducing some of these concepts through Theano, a Python library, extensively used just not in the Deep Learning community, but the scientific community generally. In the discussion, we delve deeper into optimizing Deep Neural Network architectures with Theano, with focus on the VQA task mentioned above. This helps exploring how several state-of-the-art approaches like Convolution Neural Networks (CNNs) and Recurrent Neural Networks(RNNs) come together in an architecture to develop interesting algorithms."	While most of the topics are introduced in the talk from scratch, familiarity with the following would definitely help :	Deep Learning and Robotics enthusiast, presently final year undergraduate student at IIT Kharagpur. Works in the intersection of Robotics and Machine Learning. While trying to keep up with the rapid advancements in learning-based approaches, I spend a considerable amount of my time tinkering with quadcopters at the ARK Lab, or building my own swarm of robots at the SIK Lab.Previously I have worked on theoretical machine learning at the Johns Hopkins University. More recently, I am exploring Deep Learning approaches for language modeling, at the MILA Lab, University of Montreal. 		[]	2016	True
Teach the lazy snake some functions!	A rough first draft of slides can be found here. Please note that this is for review purpose only and will be polished well before being presented at the conference. Notebooks accompanying the talk shall be linked soon. Do let me know your expectations from the talk, the slides will be modified accordingly.Python documentation has a section devoted here for the interested. If time permits, I shall also touch upon fn.py.	This talk will be about using Python for functional programming. Functional programming is a programming paradigm wherein computation is treated as evaluation of mathematical functions and avoids changing-state and mutable data. A regular programmer can use a lot of constructs inspired by the functional paradigm and Python supports the same. The talk will be focussed on a practical programmer's view of adapting to functional programming rather than abstract functional technique. The audience will be able to clean up parts of their daily code using functional style.	Nothing as such though the audience with prior Python experience will be able to relate to the examples and think of ways to improve their code on a daily basis.	"Sumith is currently a third year computer science undergraduate student at IIT Bombay. 
He is a contributor to SymPy as well as SymEngine, currently a mentor of GSoC for two projects under the SymPy organisation, he has also successfully completed GSoC 2015 project for SymEngine under Python Software Foundation. Sumith has also interned at EPFL, birth place of the Scala functional programming language."	"Github     : https://github.com/Sumith1896 
Webpage : https://www.cse.iitb.ac.in/~sumith/ 
Twitter     : https://twitter.com/sumith1896 
E-mail      : sumith1896@gmail.com You can even reach me on Facebook. My blog lives here."	[]	2016	False
Test Automation using Python and Robo Framework		Automated testing is you best bet to boost the efficiency and broaden the scope of your software testing. Robot Framework is a keyword-driven test automation framework, written in Python. It empowers testers to automate and manage complex workflow scripts efficiently.	Basic knowledge of Python	"Around 7.5 years of professional experience in object-oriented, client/server, and web-based applications of software development and automation; major technical skill area included Free and Open Source Software (FOSS) such as Python and Django with proficiency in KDB, MySQL, and PostgreSQL databases
Good exposure to each of the phases of Software Development Life Cycle (SDLC), developing projects from stage of concept to full implementation. Worked on ETrading Automation and Took Workshop's in IIT Hyderabad."		[{u'text': u'Can you please update your proposal to show more details about your talk? Like the major points you will talk about etc. Right now it is very small amount of text.', u'by': u'Kushal Das (~kushal)', u'time': u'a month ago'}]	2016	False
Testing native binaries using cffi and py.test		I've been working a native cross platform library to gather system information. The long term intention is to make bindings for it in various languages. The whole thing is written in C and it's somewhat hard to write unit tests for these kinds of libraries.This talk is about using a combination of cffi and py.test to write unit tests for the library in Python.The talk will cover some basics of writing python bindings using CFFI and then writing unit tests using these. As a bonus, a small py.test plugin which can be used to measure the unit tests coverage of the C library will be presented. 	Basic knowledge of C (and related infrastructure). 	I'm the founder of PyCon India and have been involved with the Indian Python community for quite a while now. I mostly work in infrastructure and automation projects. I'm the founder of the technology services company Hamon		[{u'text': u'CFFI is good, and listening it from Noufal would be nice.', u'by': u'Kushal Das (~kushal)', u'time': u'a month ago'}]	2016	True
The Art of Packet crafting with Scapy!	"This is an EARLY DRAFT of the workshop content.
Notes & Code will be updated and uploaded on github after every delivery.
A dry run of this workshop will be conducted at Null Bangalore.CTF code & Solutions will be provided on request through email. Providing them here would defeat the purpose.https://yamakira.github.io/The-Art-of-Packet-Crafting-with-Scapy 
https://github.com/yamakira/The-Art-of-Packet-Crafting-with-Scapy"	"Scapy is a powerful interactive packet manipulation framework. It is able to forge or decode packets of a wide number of protocols, send them on the wire, capture them, match requests and replies, and much more. It can easily handle most classical tasks like scanning, tracerouting, probing, unit tests, attacks or network discovery. http://www.secdev.org/projects/scapy/ 
This workshop is an Intense, lab driven, hands-on session about crafting packets with Scapy framework. Focused on going beyond traditional network mapping tools/techniques, understanding network attacks and writing your own network tools by leveraging Scapy. This course is jam-packed with hands-on exercises which include but not limited to practical pen testing techniques like host discovery, service discovery, Remote OS finger printing, promiscuous node detection, Layer 2 attacks, building specific sniffers & scanners, writing professional/manageable command-line utilities.
By the end of this session you'll be able to write custom network tools quickly to solve problems that you encounter during administration and pen testing rather than waiting for someone to write them for you.Part I: Basics (15-30 mins)"		Graduated in Information Security.Freelance Pen test guy for past 4 years. Passionate towards both offensive and defensive aspects of security.Enjoys working on Open source technologies and teaching.  I have presented/taught at various places ranging from tech conferences, local hacker spaces to remote schools in Ladakh.	Other workshops on Python I'll present/presented else where:My Scapy talk at Null in 2015: https://null.co.in/event_sessions/291-packet-crafting-in-scapy	[]	2016	False
The Power of Python in an Enterprise-Class Healthcare Company	"I have not yet created the slides for this talk.  I will update this
entry as I do."	"A case-history talk about our use of Python at ZeOmega, a healthcare software
company based in Bangalore, over the last 14-years, and how Python is still
very vibrant and solving hard enterprise problems such as:"	"No prerequisites as this is a case-history talk at a high-level about the various libraries and services available.While some of the software mentioned will be new to some number of attendees, I will carefully explain what
it is and how it is useful.  I will avoid buzzwords and acronyms."	"Jeff has been involved with Python since version 1.5.2, years
ago.  He ported it to OS/2 (remember OS/2 anyone?) and in the
past, been Python Advocacy Coordinator, organizer of the
Dallas/Ft. Worth Pythoneers usergroup as well as conference
co-chair of PyCon 2006/2007,These days he is chief technology officer of ZeOmega, a
provider based in Bangalore of healthcare software written in
Python for the U.S. healthcare payer/provider enterprise market.Jeff is travelling from Dallas, Texas in the U.S. to fulfill one of his
dreams to attend PyCon India.  You can also find him sometimes at the
ZeOmega offices in Bangalore.  His favorite food is Murgh Makhani and
a Mango Lassi, finished off with Gulab jamun or Gajar Halwa!"	a list of links to videos of prior talksan endorsement of my talks by Noah Giftthe Dallas Python Users Group that I foundedmy LinkedIn profile, for career infoa Python advocacy website I created/managed some time ago	"[{u'text': u'I have received your comments that more details are needed
and I am working up a draft outline/slide set to convey that.', u'by': u'Jeff Rush (~jeff)', u'time': u'16 days ago'}]"	2016	False
The trends in choosing licenses in Python ecosystem		"The software licenses are the permissions over copyrighted software. The permission and/ grant includes the grant 
to use, 
to redistribute,
to prepare derivative works etc. 
 These software licenses also set forth the limitations over these aforesaid rights. The software licenses basically marks the boundary for the usage of the code.Therefore from the above mentioned introduction it very clear that it is very important for developers to choose the license for their code wisely and correctly.Pypi, the Python Package Index is a repository of software for the Python programming language. There are currently 80000+ packages there.This talk will go through the licenses of the top 2500  packages. We will see the trend of choosing a license for these top Python projects. We will discuss the licenses individually, compare them with each other.  the advantages and disadvantages of the same. We will further explain that why a license and/or licenses are being favoured  by the developers."	Actually none. This talk intends to give a very basic and introductory session about software licenses. 	Anwesha Das, an Advocate practicing law for 6 years. She is an active user of FOSS technologies. She contributes to Fedora Project. One of her major goal is to help the FOSS developers with the legal aspect of the software industry.		[]	2016	True
Theano & Keras: Teaching Python to 'learn' English	"Theano:
Language Modeling: A blog  by Andrej Karpathy (A great resource to understand the sheer power of language modeling using RNNs)"	"The main intention of the talk is to introduce people to Theano and Keras, one the most prominent deep learning frameworks used across the world. 
The talk is aimed to be a walkthrough to enable audience to design deep learning algorithms using Theano and develop deep-learning applications using Keras, which is built on top of Theano. We will be exploring the various aspects of Theano such as automatic symbolic differentiation and enabling calculations to be performed on a GPU which is upto 140x faster than with CPU among others.
Then we will explore Keras & proceed to discuss example applications. The way through which the power of these libraries is demonstrated is through their applications. This talk will serve as a guide to one interesting application: Language Modeling using these libraries, along with various nuances in coding introducing methods to optimize the code and increasing the performance gains by running it on your GPU.Here are the main points we are going to focus during the talk:-
This talk aims to introduce people to Deep Learning using Python and various applications across domains, featuring NLP: An upcoming area of research with huge potentials in Industry."	Understanding of Machine Learning algorithms is favorable. 	"I am a free software enthusiast and researcher in Computer Vision and Natural Language processing at Center for Visual Information Technology (CVIT) at IIIT-Hyderabad. I have completed my 2nd year of BTech studying Computer Science and Engineering at IIIT-H. Past projects: I developed a system for sketch based image retrieval using Convolutional Neural Networks and Cluster Canonical Correlation Analysis. I presented my work ""Learning Clustered Subspaces for Sketch Based Image Retrieval"" at Asian Conference on Pattern Recognition (ACPR), 2015. Currently, I am currently working in Deep Learning in Sentiment Analysis and developing language models, exploring ways to co-relate the two domains of images and text. I also work in deep multi-task learning, architecture design for neural nets, non-convex optimization and machine learning, mostly using Theano and Scikit-learn. 
I am currently learning cryptography, information retrieval and distributed computing and many other topics in related fields in my courses."	" Github 
 LinkedIn 
 Academia "	[{u'text': u'This indeed does look very interesting!', u'by': u'smanek', u'time': u'2 months ago'}]	2016	False
Think your python code is slow? Learn how to measure and improve the performance	Draft of the presentation. More code snippets will be added.And live code will be shows in the IDE and demo'ed.	Many of us blame python for being slow. Ever thought it's not python's fault all of those times. May be it's our code that is at fault. It is useless trying to blindly optimize a program without measuring where it is actually spending its time. There are many things that can be measured on our code. This talk will focus on profiling different parts of your program like line by line analysis, memory used by each objects, memory leaks, objects that causes these memory leaks, etc. The profiling and analysis will be done using python standard libraries and also using some open source libraries.When you walk out of this talk, you would be a better programmer and appreciate the finer details of python.	Basic python	Ambarish is a back-end engineer at Mad Street Den who builds scalable infrastructure with which the core AI products are being served seamlessly.		[]	2016	False
Time Series Satellite Data Visualizer	https://github.com/umangg21/Time_Series_Satellite_Data_Visualizer	The aim of the Software to express the phenology by showing the images in green by developing a colormap so that the study of level of vegetation can be done. A tool to show the colormap of image captured by the satellite which are of a particular area and in the TIFF/TIF format.TIFF is a computer file format for storing raster graphics images, popular among graphic artists, the publishing industry and both amateur and professional photographers in general. The TIFF format is widely supported by image manipulation applications, by publishing and page layout applications and other applications. The TIFF file contains raster data. A raster data is, in essence, any type of digital image represented by reducible and enlargeable grids.		Mr Umang Gupta, is currently pursuing his graduation in B.Tech from ABES Engineering College, Ghaziabad (UP, India) in Computer Science and Engineering, affiliated to Uttar Pradesh Technical University. At present, he is in third year. His area of interests include good command over C and Python languages, Data Structures using C, Data Analysis and Algorithms , Web Designing. His skills include fluent English speaking skills along with good writing skills.	https://www.linkedin.com/in/umangg21https://github.com/umangg21/https://angel.co/umangg21https://www.facebook.com/umangg21http://stackoverflow.com/users/6018646/umang-guptaMail : umangg21@gmail.com  	[]	2016	False
Token based Authentication system using JWT (JSON Web Token)		"JWT is standard for making authentication token. JSON Web Token (JWT) is a compact, URL-safe means of representing claims to be transferred between two parties. The claims in a JWT are encoded as a JSON object that is used as the payload of a JSON Web Signature (JWS) structure or as the plaintext of a JSON Web Encryption (JWE) structure, enabling the claims to be digitally signed or integrity protected with a Message Authentication Code (MAC) and encrypted.Unlike session based authentication, Token based authentication system takes very less load of server. In session based authentication system, maintaining of session storage is requires processing and storage. While as Token based authentication system, it is not required to maintain session storage at server side. Tone of processing and storage will be saved. Beauty of using JWT as authentication token is it's simplicity. Once token is created, it is possible to authenticate user without touching the database again. Token can be discarded when it is expired by time from the expire time mentioned in token itself. The JWT is self contained token which has authentication, expire time information and any other user defined claims digitally signed. JWT can be used to provide Token Based Authentication system at your ReST API. Because JWT is self contained with required claims it is possible to scale API without depending on Authentication server. Oauth 2.0 uses JWT as token exchange standard. Using JWT is simple and more efficient when we have to design authentication system for our internal client who are not user of any Oauth provider like Gmail, Facebook etc. OAuth 2.0 contains many payload values which increase token size and it requires time to transfer where as using JWT, it is possible to get small size token with best security as Oauth 2.0By Jaysinh ShuklaRole: Full stack developerGithub:1 http://github.com/ultimatecoder2 http://github.com/jsh-odooTwitter: @jaysinhpEmail: jaysinhp@gmail.comIRC: thebigjClient sends authentication credentials (username and password) to Server.Server verifies authentication credentialsClient stores session id probably at Cookie storage. This id
  is sent by client with every request. And from that session id user is
  identified further.This allows to identified the same user from upcoming request without
  re asking user credentials.Difficult to handle with
  Load balancerRequired high amount of resource(RAM without mass-storage) for maintaining
  huge amount of user session parallel.CORS
  doesn't work well with cookiesToken based authentication are most popular authentication system for APIs.Comparatively puts less load than Session authentication.Best forScalingLoad balancerNo cookie, No CSRF
  protection.Same API, Authentication will be used for Mobile and Front end app.Client sends authentication credentials.Authentication credentials are verified by server. If valid Token is
  crated.Token is logged to database and the token is sent back as
  authentication tokenThe client sends Token with every request to get verified.Normally token is generated with random value and hashed with popular
  hashing algorithm.Revoking access of specific Token by deactivating record at token
  table.Above code is used at authentication view where that token.key is returned
if credentials are right.Assuming random output 9944b09199c62bcf9418ad846dd0e4bbdfc6ee4bExample of Client request using curlImpossible toidentify user from which client (like Angular App, Android App, etc) is
authenticated with.provide way of access control with respect to client.judge that the token is valid by time or not.predict for how much time token is valid for.Difficult toScale because of having dependency on database to authenticate client
with each requestrun authentication logic separate from API server.Quite difficult toscaleidentify when client is identified from multiple sources semantically.Suggested pronunciation is ""jot"".JSON Web Token is JSON based Web Authentication Token.The token is a combination of three parts. Header, Claim set and Signature.Each part of authentication token is encoded with
  base64url encoding and separated with "".""The token is containing three different part separated with "".""Each part is encoded with base64url encoding.The first part the .red[Red Part] is JOSE HeaderThe second part the .blue[Blue Part] is JWT Claim setThe third part the .green[Green Part] is JWT SignatureBase64URL(JOSE Header).Base64URL(JWT Claims).Base64URL(JWT Signature)Decoded with Base64 encoding:{
    ""typ"":""JWT"",
    ""alg"":""HS256""
  }Here,typ defines type of the JSON Web Token. It is not optional.alg represents type of algorithm used for signing the claim set.{
      ""iss"":""joe"",
      ""exp"":1300819380,
      ""is_root"":true
    }Here,iss is registered claim. It represents the name of Issuer of the tokenexp is registered claim. It represents expiration time in format of
Unix timeis_root is unregistered claim. User defined claim which can be presumed
that it is considering user as root user.Signature is MAC of encoded JOSE Header and encoded JWS Payload
   with the HMAC SHA-256 algorithm.And then base64url encoding of that HMAC value.This signature helps to verify the authenticity of the Token.Define secret keyExample using pyjwtIf user is logged out, then also the token will be accepted until it is
  expired by time.For Example, We assigned the token to ""X"" user and assigned the expire time
  to next 3 days and user is logged out after 1 day, that token can be
  used by attacker for that unused 2 days and API will consider Token as
  valid.As a best practice, set expiry time not longer than 10 minutes!As a good practice keep less values in claim. Adding many claims may
  increase size of token which takes time to transfer the token.Change your Secret key periodically and Black list tokens if possible.Creating JWT tokenValidating Token at every request.Allowing user to refresh token if given Token is valid.If user is logging out then creating entry of token to Black list tableAdvantage:Types of Claims1 Registered Claim Names2 Public Claim Names3 Private Claim Namesiss: Depicting Issuer of the tokensub: Subject of the Tokenaud: Audience for which token is given forexp: Expiration time in Unix time.nbf: Token should not be accepted before this value. In Unix time formatiat: Representing age of the tokenjti: Depicting ID of the tokenCustom claims which are not publicly used but represented as claims in JWT.This custom claims should be considered as private claims.1 Simple Web Token2 JSON Simple SingnOauth 2.0 uses JWT as token exchange standard.But Oauth 2.0 is more focused for three parties. Resource owner, Authorization Server,
  Resource ServerUsing JWT is simple and more efficient when focus is only authentication.OAuth 2.0 contains many payload values which will increase the size of token.https://en.wikipedia.org/wiki/Session_(computer_science)https://tools.ietf.org/html/rfc7519https://auth0.com/blog/2014/01/07/angularjs-authentication-with-cookies-vs-token/Ahmedabad-Web-and-Mobile-Developers-MeetupCommunity event organized at Startup GujaratHangout On Air"		Information:Talks: Conference attended:Hackathons:	Github:http://github.com/ultimatecoderhttp://github.com/jsh-odooTwitter: @jaysinhp	[]	2016	False
Unit Testing with Python	"The draft slides are available from https://www.dropbox.com/s/50kbcpg1ee60xjg/slides.html?dl=1 All the code dependencies are embedded in the slides, as data-uris, including the complete game sokoban.I had shared my own experiences with Python and the importance of unit testing in the lightning talk ""Bitten by Python"" [Video Recording]"	"Emphasize the need for unit testing Python code, and provide the
necessary tools and techniques to get started with unit testing.The workshop is aimed at people who are familiar with Python basics, and
would like to improve their skills, by learning how to write professional
quality Python code.Modifying Python code without unit test cases is like walking through
a field of landmines. Python's dynamic nature allows typos in variable
/ attribute names, and incorrect indentation to go unnoticed, until a
specific input drives it through the erroneous code path. Integration
testing be it manual or automated is insufficient and can at times
be frustating for Python code.Fortunately Python's own standard library makes it easy to write unit
test cases, by providing the needed infrastructure. Through this
workshop we would like to make a strong case for unit testing, and
then show how to use the available frameworks for writing test
cases. We will also cover how dependencies can be isolated using
mocking and faking. We then move beyond writing test cases and cover
reporting, code coverage and CI integration.Introduction to Unit Testing - 10 minGetting Started - 35 minMocking and Patching - 40 minFaking - 20 minManaging Test Cases - 20 minPointers and Resources - 5 min"	Should be familiar with basic object oriented programming with Python.	I am an embedded software developer and trainer by profession. As part of my work at Zilogic Systems, I do training in various topics related to Embedded Systems, Linux and Python. I coordinate the activities of the Chennai Python User Group http://chennaipy.org In the past 5 years I have done over 50 talks at Chennaipy. My work was recognized by the Python Software Society of India with the Kenneth Gonsalves Award for the year 2015. I help promote usage of Linux in embedded systems through the meetup group http://meetup.com/embedded-linux by organizing workshops and coding dojos.Links to recordings of previous talks at conferences / meetups:I have made contributions to the Linux Kernel, U-Boot, Qemu and the Linux Testing Project.		[]	2016	False
Unit testing 101		This talk aims to introduce attendees to unit testing in Python using the built-in unittest module and also emphasize on how crucial unit testing is. mock is a Python testing module that allows you to replace parts (methods, classes etc) of your application with mock objects and make assertions about how they have been used.This talk aims to primarily touch upon the following topics:Also illustrate examples of real code that use the above techniques. Among the things that I certainly do not wish to talk about is compare various mocking libraries. For example mock vs mox ;)	Basic understanding of Python.	"Prashanth Pai works as Software Engineer at Red Hat. He is primarily associated with and contributes to the following open source projects:OpenStack Swift: A highly available, distributed, eventually consistent object store.
GlusterFS: A highly scalable distributed filesystem."	"Find me on GitHub
Previous talks"	[]	2016	False
Using Actors in Python with Pykka		"Dealing with concurrency in Scala, then Akka framework is the recent buzz of the town. Isn't it. But what if you are Pythonista? Huh?
So no Akka framework in Python. No Actors in Python. No futures in Python?
Ah, wrong if you think that.We have Pykka to the rescue. Our angel. :PYou can have the same super cool, fast, efficient actors in Python too.!! [Contents to be updated soon.]"		Currently building Microservices in Scala using Akka framework. But fan of Python from the bottom of my heart. :)	"https://in.linkedin.com/in/architkapoor
https://angel.co/archit-kapoor"	[]	2016	False
Using Django Rest Framework in IoT!	"0 - 5 Minutes : 
- Intro 
- What is IoT 
- What is DRF 5-10 Minutes : 
- Arduino + Python [ Screen Based Demo (recording)] 1 Minute 25 seconds at max
- Coupling your API with the device10-15 Minutes : 
- Analysing the Request/Response Mechanism from the Hardware15-20 Minute : 
- Writing test cases for your API
- Testing API along with the hardware20-25 Minute: 
- Use Cases : 
- Educational : - Attendance System, Student Engagement System (Activity Tracker)
- Social : Collection of Data e.g Air Monitoring, Water etc. / Field Data Collection 25-30 Minute : 
- Q & A"	"Generally creating your own IoT product is considered to be a hassle especially when you want to handle your IoT device across multiple platform e.g Mobile devices etc. The most generic solution to such a problem is creating an API for the same and hence enabling device interaction via multiple interface. I would give some uses cases which I have practically implemented using DRF and [Arduino+Raspberry Pi]The following talk would stress on the following points : 
- IoT [Just a misnomer??]
- IoT & Python [Best Buddies!!]
- Handling Request/Response from your IoT device using API
- Analysing device feasibility
- Testing your API along with Hardware [Test Cases, Unit Testing (gist)] 
- Use Cases [ Primarily Educational, for social causes etc. ]"	That's All Folks!	Aniket is a budding Hacker and currently works for a startup called Neuron as a Sr. Backend Developer. In his free time he contributes to Open Source project and teaches Python to school kids. He has been working in the field of embedded system since last three years and his field of interest include, Embedded Development, Community Building, Open Source Projects & TDD.	"http://www.aniketmaithani.net
https://fb.com/aniket.maithani
https://in.linkedin.com/in/aniketmaithani
https://github.com/aniketmaithani"	[{u'text': u'aah... I think in hurry I typed it in the wrong section. Apologies. I'll update the section accordingly Vijay Kumar', u'by': u'Aniket Maithani (~aniket)', u'time': u'a month ago'}, {u'text': u'Prerequisites, is what the audience should know before attending your talk.', u'by': u'Vijay Kumar (~bravegnu)', u'time': u'a month ago'}, {u'text': u'Will be adding slide in few hours.  :)', u'by': u'Aniket Maithani (~aniket)', u'time': u'a month ago'}]	2016	False
Visualising Machine Learning Models	https://github.com/amitkaps/modelvis	"Data visualization is widely used to gain an understanding of data. Visualisation of models however, is something that is not often used. 
We normally limit ourselves to understanding a model based on its numerical summary. 
But visualising it helps us answer questions like What does the model look like?, and How will the model change when I change a certain parameter? easily. This talk will introduce the audience to the ModelVis package in python, which has been developed to allow for convenient visualisation of regression, classification and clustering models.
This package gives users the power to: The ModelVis package is a great tool for both, data scientists who wish to look deeper into the model, as well as to an end user, for whom a visual representation of the model is easily relatable."	Basic understanding of what goes into data science. 	Kavya Atmakuri is a third year computer science undergrad at NITK Surathkal. She works in the fields of data science- mainly visualisation- and human computer interaction. She has a knack for art and craft.	LinkedIn- https://in.linkedin.com/in/kavyaatmakuri	[]	2016	False
Visualizing government reports with Python	Will be made available before talk	For demonstration we pick Police Crime records and compare them across years and locations.Gathering Consolidation Pandas comes into play here.Analysis*After our dataset is prepared, we begin to analyse it.		"I'm a Masters student at IIITM-K currently working on my Masters' Thesis.
I love building things with Python, blogging, writing articles for OSFY and so on.
I've been swimming in Python for about 5 years now, and absolutely love it. "		[]	2016	False
